75,FF0A,2006,2D06,3B06,8206
0C,12A6,062E,063B,0681,0676
0C,12A7,062E,063B,0681,0676
0C,12A8,062D,063A,0681,0674
0C,12A9,062B,0639,0680,0673
0C,12AA,062B,0638,0680,0674
0C,12AB,062D,063B,0682,0676
0C,12AC,062E,063C,0682,0675
0C,12AD,062D,063A,0681,0674
0C,12AE,062B,0638,0680,0673
0C,12AF,062C,0639,0680,0673
0C,12B0,062E,063A,0681,0676
0C,12B1,062D,063B,0681,0676
0C,12B2,062C,063A,0681,0674
0C,12B3,062B,0638,0680,0673
0C,12B4,062C,0639,067F,0673
0C,12B5,062E,063B,0681,0675
0C,12B6,062E,063B,0680,0675
0C,12B7,062D,063A,0680,0674
0C,12B8,062B,0638,067F,0673
0C,12B9,062C,0638,0680,0673
0C,12BA,062D,063B,0681,0675
0C,12BB,062D,063B,0681,0675
0C,12BC,062D,0639,0680,0674
0C,12BD,062C,0638,067F,0673
0C,12BE,062C,0639,0680,0673
0C,12BF,062E,063B,0681,0675
0C,12C0,062D,063B,0681,0675
0C,12C1,062C,0639,0681,0674
0C,12C2,062C,0638,067F,0673
0C,12C3,062B,0638,0680,0674
0C,12C4,062D,063B,0681,0676
0C,12C5,062E,063B,0681,0675
0C,12C6,062C,0639,0681,0674
0C,12C7,062B,0638,0680,0673
0C,12C8,062C,0639,067F,0673
0C,12C9,062E,063B,0681,0676
0C,12CA,062D,063B,0681,0675
0C,12CB,062C,063A,0681,0674
0C,12CC,062B,0638,0680,0674
0C,12CD,062B,0639,0680,0674
0C,12CE,062E,063B,0681,0675
0C,12CF,062D,063B,0681,0675
0C,12D0,062D,063A,0681,0674
0C,12D1,062B,0638,067F,0673
0C,12D2,062B,0638,0680,0674
0C,12D3,062D,063B,0681,0675
0C,12D4,062E,063B,0681,0675
0C,12D5,062D,063A,0680,0674
0C,12D6,062B,0638,0680,0673
0C,12D7,062C,0639,067F,0673
0C,12D8,062E,063B,0682,0675
0C,12D9,062E,063B,0681,0675
0C,12DA,062D,0639,0681,0674
0C,12DB,062C,0638,067F,0673
0C,12DC,062C,0639,0680,0674
0C,12DD,062D,063B,0681,0675
0C,12DE,062E,063B,0681,0675
0C,12DF,062D,0639,0681,0674
0C,12E0,062B,0638,067F,0673
0C,12E1,062C,0639,0680,0673
0C,12E2,062D,063B,0681,0675
0C,12E3,062E,063C,0681,0675
0C,12E4,062C,063A,0681,0674
0C,12E5,062B,0638,067F,0673
0C,12E6,062C,0639,0680,0673
0C,12E7,062E,063B,0681,0676
0C,12E8,062E,063A,0681,0675
0C,12E9,062C,063A,0680,0674
0C,12EA,062B,0638,067F,0673
0C,12EB,062B,0638,0680,0674
0C,12EC,062E,063A,0681,0675
0C,12ED,062E,063B,0681,0675
0C,12EE,062C,063A,0681,0674
0C,12EF,062B,0638,0680,0673
0C,12F0,062C,0639,0680,0673
0C,12F1,062E,063B,0681,0675
0C,12F2,062E,063C,0681,0675
0C,12F3,062D,063A,0681,0674
0C,12F4,062B,0638,067F,0673
0C,12F5,062C,0639,0680,0673
0C,12F6,062D,063B,0681,0675
0C,12F7,062E,063B,0681,0675
0C,12F8,062D,063A,0680,0674
0C,12F9,062C,0638,067F,0673
0C,12FA,062B,0638,0680,0674
0C,12FB,062E,063B,0682,0675
0C,12FC,062E,063A,0681,0675
0C,12FD,062D,0639,0681,0675
0C,12FE,062B,0638,067F,0673
0C,12FF,062C,0638,0680,0674
0C,1300,062D,063B,0681,0675
0C,1301,062D,063B,0682,0675
0C,1302,062C,0639,0681,0674
0C,1303,062B,0637,067F,0673
0C,1304,062B,0639,0680,0674
0C,1305,062E,063C,0681,0675
0C,1306,062E,063B,0681,0675
0C,1307,062C,0639,0681,0674
0C,1308,062B,0638,0680,0673
0C,1309,062C,0639,0680,0674
0C,130A,062E,063B,0681,0676
0C,130B,062D,063B,0681,0675
0C,130C,062C,0639,0681,0674
0C,130D,062B,0638,0680,0673
0C,130E,062B,0639,0680,0673
0C,130F,062E,063B,0681,0675
0C,1310,062D,063A,0681,0675
0C,1311,062D,063A,0680,0674
0C,1312,062B,0638,067F,0673
0C,1313,062B,0639,0680,0674
0C,1314,062E,063B,0681,0675
0C,1315,062D,063B,0681,0675
0C,1316,062D,0639,0681,0675
0C,1317,062C,0638,067F,0673
0C,1318,062D,0639,067F,0674
0C,1319,062E,063B,0681,0676
0C,131A,062E,063B,0681,0674
0C,131B,062D,0639,0680,0674
0C,131C,062B,0638,0680,0673
0C,131D,062C,0639,0680,0674
0C,131E,062D,063B,0681,0675
0C,131F,062D,063B,0681,0675
0C,1320,062C,0639,0681,0675
0C,1321,062B,0637,0680,0673
0C,1322,062B,0638,0680,0674
0C,1323,062D,063B,0682,0675
0C,1324,062E,063B,0681,0675
0C,1325,062C,0639,0681,0675
0C,1326,062B,0638,0680,0673
0C,1327,062D,0639,067F,0674
0C,1328,062E,063B,0681,0676
0C,1329,062D,063B,0681,0675
0C,132A,062C,063A,0681,0674
0C,132B,062B,0638,0680,0673
0C,132C,062B,0639,0680,0674
0C,132D,062E,063C,0681,0676
0C,132E,062E,063B,0681,0675
0C,132F,062D,063A,0680,0674
0C,1330,062C,0639,067F,0673
0C,1331,062C,0639,0680,0674
0C,1332,062D,063B,0682,0676
0C,1333,062E,063B,0681,0675
0C,1334,062D,063A,0681,0675
0C,1335,062B,0638,0680,0673
0C,1336,062C,0639,0680,0674
0C,1337,062D,063B,0682,0676
0C,1338,062D,063B,0681,0676
0C,1339,062C,0639,0681,0675
0C,133A,062B,0637,067F,0673
0C,133B,062C,0639,0681,0674
0C,133C,062D,063B,0682,0675
0C,133D,062D,063A,0681,0675
0C,133E,062C,0638,0681,0675
0C,133F,062B,0638,0681,0673
0C,1340,062C,0638,0680,0675
0C,1341,062D,063B,0682,0676
0C,1342,062E,063C,0681,0675
0C,1343,062D,063A,0681,0674
0C,1344,062B,0639,067F,0673
0C,1345,062D,063A,0680,0673
0C,1346,062E,063C,0681,0675
0C,1347,062E,063A,0681,0675
0C,1348,062C,0639,0681,0674
0C,1349,062B,0638,0680,0672
0C,134A,062B,0639,0680,0674
0C,134B,062D,063B,0682,0676
0C,134C,062D,063B,0681,0675
0C,134D,062D,063A,0681,0674
0C,134E,062B,0638,0680,0673
0C,134F,062D,0639,0680,0674
0C,1350,062E,063B,0681,0676
0C,1351,062D,063B,0681,0675
0C,1352,062C,063A,0681,0674
0C,1353,062B,0638,067F,0673
0C,1354,062C,0639,0680,0674
0C,1355,062E,063C,0681,0675
0C,1356,062E,063B,0681,0675
0C,1357,062C,0639,0681,0674
0C,1358,062B,0638,0680,0673
0C,1359,062B,0639,0680,0674
0C,135A,062D,063B,0682,0675
0C,135B,062D,063B,0681,0675
0C,135C,062C,0638,0681,0675
0C,135D,062B,0638,0680,0673
0C,135E,062D,0639,0680,0674
0C,135F,062E,063B,0682,0676
0C,1360,062D,063B,0681,0675
0C,1361,062C,063A,0681,0674
0C,1362,062B,0637,067F,0673
0C,1363,062D,063A,0680,0674
0C,1364,062E,063B,0681,0676
0C,1365,062D,063B,0681,0675
0C,1366,062C,063A,0680,0674
0C,1367,062B,0638,0680,0673
0C,1368,062B,0639,0680,0674
0C,1369,062E,063B,0681,0676
0C,136A,062D,063B,0681,0675
0C,136B,062C,063A,0680,0674
0C,136C,062B,0638,067F,0673
0C,136D,062C,063A,0681,0674
0C,136E,062E,063B,0682,0676
0C,136F,062D,063B,0681,0675
0C,1370,062C,0639,0681,0675
0C,1371,062B,0638,0680,0673
0C,1372,062C,063A,0681,0674
0C,1373,062D,063B,0682,0675
0C,1374,062D,063B,0681,0674
0C,1375,062D,063A,0681,0674
0C,1376,062B,0639,067F,0672
0C,1377,062D,063A,0680,0674
0C,1378,062E,063C,0681,0675
0C,1379,062D,063C,0681,0675
0C,137A,062D,0639,0681,0674
0C,137B,062B,0637,067F,0673
0C,137C,062D,063A,0680,0674
0C,137D,062E,063B,0681,0676
0C,137E,062D,063A,0681,0675
0C,137F,062C,0639,0681,0674
0C,1380,062B,0638,0680,0673
0C,1381,062C,0639,0681,0674
0C,1382,062E,063B,0682,0676
0C,1383,062E,063C,0681,0675
0C,1384,062C,0639,0681,0674
0C,1385,062B,0637,067F,0673
0C,1386,062C,063A,0681,0674
0C,1387,062E,063B,0681,0676
0C,1388,062D,063B,0681,0675
0C,1389,062C,0639,0681,0674
0C,138A,062B,0638,067F,0673
0C,138B,062C,063A,0681,0674
0C,138C,062E,063B,0682,0675
0C,138D,062D,063B,0681,0675
0C,138E,062C,0639,0680,0675
0C,138F,062B,0638,0680,0673
0C,1390,062C,063A,0680,0674
0C,1391,062D,063B,0682,0676
0C,1392,062D,063B,0681,0674
0C,1393,062C,0639,0681,0674
0C,1394,062B,0637,067F,0673
0C,1395,062D,063A,0680,0674
0C,1396,062E,063B,0682,0676
0C,1397,062D,063A,0681,0675
0C,1398,062C,0639,0681,0674
0C,1399,062B,0637,0680,0673
0C,139A,062C,0639,0681,0675
0C,139B,062E,063B,0682,0676
0C,139C,062D,063A,0681,0675
0C,139D,062C,0639,0681,0674
0C,139E,062A,0638,0680,0673
0C,139F,062D,063A,0680,0674
0C,13A0,062E,063B,0681,0676
0C,13A1,062D,063B,0681,0675
0C,13A2,062C,0639,0681,0674
0C,13A3,062B,0638,0680,0673
0C,13A4,062C,0639,0681,0674
0C,13A5,062E,063B,0681,0676
0C,13A6,062E,063A,0681,0675
0C,13A7,062C,0639,0680,0674
0C,13A8,062B,0638,0680,0673
0C,13A9,062C,0639,0680,0675
0C,13AA,062E,063B,0682,0677
0C,13AB,062E,063B,0681,0675
0C,13AC,062D,0639,0680,0675
0C,13AD,062B,0639,0680,0673
0C,13AE,062D,063A,0680,0674
0C,13AF,062E,063B,0681,0675
0C,13B0,062C,063A,0681,0675
0C,13B1,062C,0639,0680,0674
0C,13B2,062B,0637,067F,0673
0C,13B3,062D,063A,0681,0674
0C,13B4,062E,063C,0682,0676
0C,13B5,062D,063A,0681,0675
0C,13B6,062D,0639,0680,0674
0C,13B7,062B,0638,067F,0673
0C,13B8,062D,063A,0680,0675
0C,13B9,062E,063B,0681,0676
0C,13BA,062D,063A,0681,0676
0C,13BB,062C,0639,0681,0674
0C,13BC,062B,0638,0680,0674
0C,13BD,062C,063A,0680,0674
0C,13BE,062E,063B,0681,0675
0C,13BF,062D,063A,0681,0675
0C,13C0,062C,063A,0681,0674
0C,13C1,062C,0638,0680,0673
0C,13C2,062D,0639,0681,0675
0C,13C3,062E,063B,0682,0676
0C,13C4,062E,063B,0680,0675
0C,13C5,062C,0639,0680,0674
0C,13C6,062B,0638,0680,0672
0C,13C7,062C,0639,0680,0674
0C,13C8,062E,063B,0682,0676
0C,13C9,062D,063B,0681,0675
0C,13CA,062C,0639,0680,0674
0C,13CB,062B,0638,067F,0672
0C,13CC,062C,063A,0680,0674
0C,13CD,062E,063C,0681,0675
0C,13CE,062D,063A,0680,0674
0C,13CF,062C,0638,0680,0674
0C,13D0,062B,0638,067F,0673
0C,13D1,062C,063A,0681,0675
0C,13D2,062E,063B,0681,0675
0C,13D3,062D,063A,0681,0675
0C,13D4,062C,0639,0680,0674
0C,13D5,062C,0638,067F,0673
0C,13D6,062D,063A,0681,0675
0C,13D7,062E,063B,0681,0675
0C,13D8,062C,063B,0682,0675
0C,13D9,062C,0639,0681,0673
0C,13DA,062B,0637,067F,0672
0C,13DB,062C,0639,0681,0675
0C,13DC,062D,063B,0681,0676
0C,13DD,062D,063B,0680,0675
0C,13DE,062C,0639,0680,0674
0C,13DF,062B,0638,067F,0673
0C,13E0,062D,063A,0680,0674
0C,13E1,062E,063B,0682,0676
0C,13E2,062D,063A,0681,0674
0C,13E3,062C,0639,0680,0673
0C,13E4,062B,0638,0680,0673
0C,13E5,062C,063A,0681,0674
0C,13E6,062E,063B,0681,0675
0C,13E7,062C,063A,0681,0675
0C,13E8,062D,0639,0680,0674
0C,13E9,062B,0638,067F,0673
0C,13EA,062D,063A,0681,0675
0C,13EB,062D,063B,0682,0676
0C,13EC,062C,063A,0681,0675
0C,13ED,062C,0638,0680,0674
0C,13EE,062B,0638,0680,0673
0C,13EF,062D,063A,0680,0674
0C,13F0,062D,063C,0681,0676
0C,13F1,062D,063A,0681,0675
0C,13F2,062C,0639,0680,0674
0C,13F3,062B,0638,067F,0673
0C,13F4,062D,063A,0681,0675
0C,13F5,062E,063C,0681,0675
0C,13F6,062D,063A,0680,0675
0C,13F7,062C,0639,0680,0674
0C,13F8,062B,0638,0680,0672
0C,13F9,062D,063A,0681,0675
0C,13FA,062E,063C,0682,0676
0C,13FB,062D,063B,0681,0675
0C,13FC,062C,0639,0680,0674
0C,13FD,062B,0637,067F,0674
0C,13FE,062D,063A,0681,0675
0C,13FF,062E,063B,0681,0676
0C,1400,062D,063A,0681,0675
0C,1401,062C,0639,0681,0674
0C,1402,062B,0638,0680,0673
0C,1403,062D,063A,0681,0675
0C,1404,062D,063C,0682,0676
0C,1405,062D,063A,0681,0675
0C,1406,062C,0639,0680,0674
0C,1407,062B,0638,067F,0673
0C,1408,062D,063A,0681,0675
0C,1409,062E,063B,0682,0676
0C,140A,062D,063A,0681,0675
0C,140B,062C,0639,0680,0674
0C,140C,062B,0638,067F,0673
0C,140D,062D,063A,0680,0674
0C,140E,062E,063C,0681,0675
0C,140F,062D,063A,0681,0675
0C,1410,062C,0639,0680,0674
0C,1411,062B,0639,067F,0673
0C,1412,062D,063A,0680,0675
0C,1413,062E,063B,0681,0675
0C,1414,062D,063B,0681,0674
0C,1415,062C,0639,0681,0674
0C,1416,062B,0638,0680,0672
0C,1417,062D,063A,0681,0675
0C,1418,062D,063B,0681,0676
0C,1419,062D,063A,0681,0675
0C,141A,062C,0639,0680,0674
0C,141B,062B,0637,0680,0673
0C,141C,062D,063A,0681,0675
0C,141D,062E,063C,0682,0676
0C,141E,062E,063A,0681,0675
0C,141F,062C,0639,0681,0674
0C,1420,062B,0638,067F,0672
0C,1421,062D,063A,0681,0675
0C,1422,062E,063C,0681,0675
0C,1423,062D,063A,0681,0675
0C,1424,062C,0639,0680,0674
0C,1425,062C,0638,067F,0673
0C,1426,062D,063B,0681,0675
0C,1427,062E,063C,0681,0675
0C,1428,062D,063B,0681,0675
0C,1429,062C,0639,0680,0674
0C,142A,062C,0638,067F,0672
0C,142B,062D,063A,0681,0674
0C,142C,062E,063C,0681,0675
0C,142D,062D,063A,0681,0675
0C,142E,062B,0638,0681,0674
0C,142F,062A,0637,0680,0674
0C,1430,062C,0639,0681,0675
0C,1431,062D,063B,0682,0676
0C,1432,062D,063B,0681,0675
0C,1433,062C,0639,0681,0674
0C,1434,062B,0637,0680,0674
0C,1435,062D,063A,0681,0675
0C,1436,062E,063B,0681,0676
0C,1437,062D,063A,0681,0675
0C,1438,062C,0639,0681,0674
0C,1439,062B,0638,067F,0673
0C,143A,062D,063A,0681,0675
0C,143B,062E,063C,0682,0676
0C,143C,062E,063B,0681,0675
0C,143D,062C,0639,0680,0673
0C,143E,062B,0638,067F,0673
0C,143F,062D,063B,0682,0674
0C,1440,062D,063B,0681,0675
0C,1441,062D,063A,0681,0674
0C,1442,062C,0639,0680,0673
0C,1443,062C,0638,067F,0672
0C,1444,062D,063A,0681,0675
0C,1445,062D,063C,0681,0675
0C,1446,062E,063A,0681,0675
0C,1447,062C,0639,0680,0674
0C,1448,062B,0638,0680,0673
0C,1449,062D,063C,0681,0675
0C,144A,062E,063B,0682,0676
0C,144B,062D,063A,0681,0675
0C,144C,062B,0638,0680,0673
0C,144D,062B,0638,067F,0673
0C,144E,062E,063B,0681,0675
0C,144F,062E,063C,0681,0676
0C,1450,062D,063A,0681,0675
0C,1451,062C,063A,0680,0673
0C,1452,062C,0639,0680,0672
0C,1453,062D,063A,0681,0676
0C,1454,062E,063B,0682,0676
0C,1455,062E,063A,0681,0675
0C,1456,062C,0638,0680,0674
0C,1457,062B,0638,0680,0673
0C,1458,062D,063A,0682,0675
0C,1459,062E,063A,0682,0676
0C,145A,062C,063A,0681,0675
0C,145B,062C,0639,0680,0673
0C,145C,062B,0637,0680,0673
0C,145D,062D,063A,0681,0675
0C,145E,062E,063C,0682,0676
0C,145F,062D,063A,0681,0675
0C,1460,062C,0638,0680,0674
0C,1461,062B,0638,0680,0674
0C,1462,062E,063B,0682,0675
0C,1463,062E,063C,0682,0676
0C,1464,062D,063B,0681,0675
0C,1465,062D,0639,0680,0674
0C,1466,062B,0638,067F,0673
0C,1467,062E,063B,0681,0675
0C,1468,062E,063C,0681,0676
0C,1469,062D,063A,0681,0675
0C,146A,062C,0638,0680,0674
0C,146B,062B,0638,067F,0673
0C,146C,062D,063A,0681,0675
0C,146D,062E,063B,0682,0676
0C,146E,062D,063A,0680,0674
0C,146F,062C,0639,0680,0673
0C,1470,062B,0639,0680,0673
0C,1471,062E,063B,0682,0675
0C,1472,062E,063C,0682,0676
0C,1473,062D,063B,0681,0674
0C,1474,062B,0638,0680,0673
0C,1475,062B,0638,0680,0673
0C,1476,062D,063B,0681,0675
0C,1477,062E,063B,0681,0676
0C,1478,062D,063A,0681,0675
0C,1479,062C,0638,0680,0674
0C,147A,062B,0638,067F,0673
0C,147B,062D,063B,0681,0676
0C,147C,062E,063C,0682,0676
0C,147D,062D,063A,0681,0675
0C,147E,062C,0638,0680,0674
0C,147F,062B,0638,0680,0673
0C,1480,062D,063B,0681,0675
0C,1481,062E,063C,0681,0675
0C,1482,062D,063B,0681,0674
0C,1483,062C,0639,0680,0673
0C,1484,062C,0638,067F,0673
0C,1485,062D,063B,0681,0675
0C,1486,062E,063C,0681,0676
0C,1487,062D,063A,0681,0675
0C,1488,062C,0638,0680,0673
0C,1489,062B,0638,067F,0672
0C,148A,062D,063A,0681,0675
0C,148B,062E,063C,0681,0676
0C,148C,062D,063B,0681,0675
0C,148D,062B,0638,0680,0673
0C,148E,062B,0637,0680,0673
0C,148F,062D,063A,0682,0676
0C,1490,062E,063B,0682,0676
0C,1491,062D,063A,0681,0676
0C,1492,062B,0638,0681,0674
0C,1493,062C,0638,0680,0673
0C,1494,062C,063B,0682,0676
0C,1495,062D,063B,0682,0676
0C,1496,062D,063A,0681,0675
0C,1497,062D,0639,0680,0674
0C,1498,062B,0638,067F,0673
0C,1499,062E,063B,0681,0675
0C,149A,062E,063B,0681,0675
0C,149B,062C,063A,0681,0674
0C,149C,062C,0639,0680,0673
0C,149D,062C,0638,067F,0673
0C,149E,062E,063C,0681,0675
0C,149F,062E,063C,0681,0676
0C,14A0,062D,063A,0681,0675
0C,14A1,062C,0639,0681,0674
0C,14A2,062B,0638,0680,0673
0C,14A3,062D,063A,0681,0675
0C,14A4,062D,063B,0682,0676
0C,14A5,062D,0639,0681,0675
0C,14A6,062C,0638,0680,0674
0C,14A7,062B,0638,0680,0673
0C,14A8,062D,063B,0681,0675
0C,14A9,062E,063C,0682,0676
0C,14AA,062D,063A,0681,0675
0C,14AB,062B,0639,0680,0673
0C,14AC,062B,0638,067F,0673
0C,14AD,062D,063B,0681,0675
0C,14AE,062E,063B,0682,0676
0C,14AF,062D,063A,0681,0674
0C,14B0,062B,0638,067F,0673
0C,14B1,062B,0638,067F,0673
0C,14B2,062D,063A,0681,0675
0C,14B3,062E,063B,0681,0676
0C,14B4,062D,063A,0680,0675
0C,14B5,062C,0639,0680,0673
0C,14B6,062B,0638,067F,0674
0C,14B7,062E,063B,0682,0675
0C,14B8,062E,063C,0682,0675
0C,14B9,062C,063A,0681,0675
0C,14BA,062B,0638,0680,0674
0C,14BB,062B,0638,0680,0673
0C,14BC,062D,063B,0682,0675
0C,14BD,062E,063C,0682,0675
0C,14BE,062D,063A,0681,0675
0C,14BF,062C,0638,0680,0673
0C,14C0,062B,0638,0680,0673
0C,14C1,062D,063B,0681,0675
0C,14C2,062E,063B,0682,0676
0C,14C3,062C,063A,0681,0675
0C,14C4,062B,0638,0680,0674
0C,14C5,062B,0638,0680,0673
0C,14C6,062E,063B,0682,0676
0C,14C7,062E,063C,0681,0676
0C,14C8,062D,063A,0681,0675
0C,14C9,062C,0638,0680,0674
0C,14CA,062C,0639,0680,0673
0C,14CB,062E,063C,0682,0676
0C,14CC,062E,063C,0682,0676
0C,14CD,062D,063A,0682,0675
0C,14CE,062C,0639,0680,0673
0C,14CF,062B,0638,0680,0673
0C,14D0,062D,063B,0681,0675
0C,14D1,062E,063B,0681,0676
0C,14D2,062D,063A,0681,0674
0C,14D3,062C,0639,067F,0673
0C,14D4,062C,0638,067F,0672
0C,14D5,062D,063B,0681,0675
0C,14D6,062E,063B,0681,0675
0C,14D7,062D,0639,0680,0675
0C,14D8,062C,0638,0680,0674
0C,14D9,062B,0638,0680,0673
0C,14DA,062D,063A,0681,0676
0C,14DB,062E,063B,0681,0676
0C,14DC,062D,063A,0681,0674
0C,14DD,062C,0638,0680,0674
0C,14DE,062B,0638,0680,0674
0C,14DF,062E,063B,0682,0676
0C,14E0,062E,063C,0682,0676
0C,14E1,062D,063A,0681,0675
0C,14E2,062B,0638,0680,0674
0C,14E3,062B,0638,0680,0673
0C,14E4,062D,063B,0681,0675
0C,14E5,062D,063B,0682,0676
0C,14E6,062D,063A,0680,0674
0C,14E7,062B,0638,0680,0673
0C,14E8,062B,0638,067F,0673
0C,14E9,062E,063B,0681,0676
0C,14EA,062F,063B,0681,0676
0C,14EB,062D,063A,0681,0675
0C,14EC,062C,0639,0680,0673
0C,14ED,062C,0638,067F,0673
0C,14EE,062D,063B,0681,0675
0C,14EF,062E,063B,0681,0676
0C,14F0,062D,063A,0680,0675
0C,14F1,062B,0638,0680,0673
0C,14F2,062C,0639,0680,0673
0C,14F3,062D,063B,0681,0676
0C,14F4,062D,063B,0682,0676
0C,14F5,062D,0639,0681,0675
0C,14F6,062B,0638,0680,0674
0C,14F7,062B,0637,0680,0674
0C,14F8,062D,063B,0681,0675
0C,14F9,062E,063B,0681,0676
0C,14FA,062D,0639,0680,0675
0C,14FB,062C,0639,067F,0673
0C,14FC,062C,0638,067F,0673
0C,14FD,062E,063B,0681,0675
0C,14FE,062D,063C,0681,0675
0C,14FF,062D,063A,0681,0674
0C,1500,062B,0638,0680,0673
0C,1501,062B,0638,0680,0673
0C,1502,062D,063B,0681,0676
0C,1503,062E,063B,0681,0675
0C,1504,062C,063A,0681,0675
0C,1505,062B,0638,0680,0673
0C,1506,062B,0638,0680,0673
0C,1507,062E,063B,0681,0675
0C,1508,062E,063B,0681,0676
0C,1509,062D,063A,0680,0674
0C,150A,062B,0638,0680,0673
0C,150B,062B,0639,0680,0673
0C,150C,062E,063C,0681,0675
0C,150D,062D,063C,0681,0675
0C,150E,062D,063A,0681,0674
0C,150F,062C,0638,0680,0673
0C,1510,062B,0638,0680,0673
0C,1511,062D,063B,0682,0675
0C,1512,062D,063B,0681,0676
0C,1513,062C,063A,0682,0675
0C,1514,062B,0638,0680,0674
0C,1515,062C,0638,0680,0674
0C,1516,062D,063B,0682,0676
0C,1517,062D,063B,0682,0676
0C,1518,062C,0639,0681,0675
0C,1519,062B,0637,0680,0674
0C,151A,062B,0639,0680,0673
0C,151B,062E,063B,0681,0676
0C,151C,062E,063C,0680,0675
0C,151D,062D,063A,0681,0674
0C,151E,062C,0639,067F,0672
0C,151F,062B,0638,067F,0673
0C,1520,062D,063B,0681,0675
0C,1521,062E,063C,0681,0675
0C,1522,062D,063A,0680,0674
0C,1523,062B,0639,0680,0673
0C,1524,062B,0639,067F,0673
0C,1525,062E,063B,0681,0676
0C,1526,062D,063C,0681,0676
0C,1527,062D,063A,0681,0675
0C,1528,062B,0638,0680,0674
0C,1529,062B,0639,0680,0674
0C,152A,062D,063B,0682,0675
0C,152B,062E,063B,0682,0676
0C,152C,062C,063A,0681,0675
0C,152D,062B,0638,0680,0674
0C,152E,062B,0638,0680,0674
0C,152F,062D,063B,0681,0676
0C,1530,062E,063B,0681,0675
0C,1531,062D,0639,0680,0675
0C,1532,062B,0637,0680,0674
0C,1533,062C,0639,0680,0673
0C,1534,062E,063B,0681,0675
0C,1535,062D,063B,0681,0675
0C,1536,062D,063A,0681,0674
0C,1537,062C,0638,067F,0673
0C,1538,062C,0639,0680,0674
0C,1539,062E,063C,0681,0675
0C,153A,062E,063C,0681,0675
0C,153B,062C,063A,0681,0674
0C,153C,062B,0638,0681,0673
0C,153D,062B,0639,0680,0674
0C,153E,062D,063B,0682,0676
0C,153F,062E,063C,0681,0675
0C,1540,062D,063A,0680,0673
0C,1541,062B,0638,067F,0672
0C,1542,062B,0639,0680,0673
0C,1543,062E,063B,0681,0675
0C,1544,062D,063B,0681,0675
0C,1545,062D,063A,0680,0674
0C,1546,062B,0638,0680,0673
0C,1547,062C,0638,0680,0674
0C,1548,062D,063B,0682,0676
0C,1549,062E,063C,0681,0675
0C,154A,062C,0639,0681,0675
0C,154B,062B,0638,0680,0673
0C,154C,062C,0639,0680,0674
0C,154D,062D,063B,0681,0675
0C,154E,062D,063B,0681,0675
0C,154F,062C,0639,0681,0674
0C,1550,062C,0638,0680,0673
0C,1551,062C,0639,0680,0674
0C,1552,062E,063B,0681,0675
0C,1553,062F,063B,0680,0675
0C,1554,062D,063A,0681,0675
0C,1555,062C,0638,0680,0673
0C,1556,062B,0638,0680,0674
0C,1557,062E,063B,0681,0676
0C,1558,062D,063B,0681,0676
0C,1559,062C,0639,0681,0675
0C,155A,062B,0637,0680,0674
0C,155B,062B,0639,0680,0674
0C,155C,062E,063B,0682,0676
0C,155D,062E,063B,0681,0676
0C,155E,062D,063A,0680,0674
0C,155F,062C,0639,067F,0673
0C,1560,062C,0639,067F,0674
0C,1561,062E,063B,0681,0676
0C,1562,062E,063B,0681,0675
0C,1563,062D,063A,0681,0674
0C,1564,062B,0639,0680,0673
0C,1565,062C,0639,0680,0673
0C,1566,062E,063B,0681,0675
0C,1567,062D,063B,0681,0675
0C,1568,062D,0639,0680,0674
0C,1569,062B,0637,067F,0673
0C,156A,062B,0639,0680,0674
0C,156B,062D,063B,0681,0675
0C,156C,062D,063B,0681,0676
0C,156D,062C,0639,0681,0675
0C,156E,062B,0638,0680,0673
0C,156F,062C,0638,0680,0674
0C,1570,062E,063B,0681,0676
0C,1571,062E,063B,0681,0675
0C,1572,062D,0639,0681,0674
0C,1573,062B,0638,0680,0673
0C,1574,062C,0639,0680,0673
0C,1575,062D,063A,0681,0676
0C,1576,062E,063B,0681,0675
0C,1577,062C,063A,0681,0674
0C,1578,062B,0638,067F,0673
0C,1579,062C,0639,0680,0673
0C,157A,062E,063B,0682,0676
0C,157B,062D,063B,0681,0676
0C,157C,062C,063A,0681,0674
0C,157D,062B,0638,0680,0673
0C,157E,062C,0639,0680,0674
0C,157F,062D,063B,0681,0676
0C,1580,062D,063A,0681,0676
0C,1581,062D,0639,0680,0675
0C,1582,062C,0638,067F,0673
0C,1583,062C,063A,0681,0674
0C,1584,062E,063C,0682,0675
0C,1585,062E,063B,0681,0675
0C,1586,062D,0639,0681,0674
0C,1587,062B,0638,0680,0673
0C,1588,062C,0639,0680,0674
0C,1589,062E,063B,0682,0676
0C,158A,062E,063C,0681,0675
0C,158B,062D,0639,0681,0675
0C,158C,062B,0638,0680,0673
0C,158D,062D,0639,0680,0673
0C,158E,062D,063B,0681,0676
0C,158F,062D,063A,0681,0676
0C,1590,062B,063A,0681,0674
0C,1591,062B,0638,0680,0673
0C,1592,062B,0639,0681,0674
0C,1593,062E,063B,0682,0676
0C,1594,062E,063B,0681,0676
0C,1595,062C,063A,0681,0674
0C,1596,062C,0638,067F,0672
0C,1597,062C,0639,0680,0674
0C,1598,062E,063B,0681,0676
0C,1599,062D,063B,0681,0675
0C,159A,062C,0639,0681,0674
0C,159B,062B,0638,0680,0673
0C,159C,062C,0639,0680,0673
0C,159D,062E,063C,0682,0675
